name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW,season,opponent_name,opponent_short_name,opponent_code,opponent_strength,opponent_strength_overall_home,opponent_strength_overall_away,opponent_strength_attack_home,opponent_strength_attack_away,opponent_strength_defence_home,opponent_strength_defence_away,us_shots,us_id,us_season,us_roster_id,us_key_passes,us_npg,us_npxG,us_xGChain,us_xGBuildup,player_id,kickoff_time_dt,opp_dyn_attack,opp_dyn_defence,opp_dyn_overall
Harry Maguire,DEF,Man Utd,0.0,0,0,3,0,0.0,442,0.0,0.0,0.0,0.21,68,0,0,0.0,0.2,2025-10-04T14:00:00Z,5,17,0,0,0,0,7,0,88407,0,0.0,2.0,0.0,1,-967,5407,6374,44,True,0,7,2025-26,Sunderland,SUN,56,3,1100,1145,1100,1120,1100,1170,0.0,28845.0,2025.0,742443.0,0.0,0.0,0.0,0.0,0.0,1687.0,2025-10-04 14:00:00+00:00,783.6185941813187,1091.0494229973017,937.3340085893103
Alex Iwobi,MID,Fulham,0.0,0,0,15,0,38.4,324,0.12,0.23,0.11,0.6,63,2,0,6.3,13.8,2025-10-03T19:00:00Z,85,4,0,0,0,0,7,0,211328,1,1.0,3.0,11.0,2,-993,20706,21699,65,False,0,7,2025-26,Bournemouth,BOU,91,3,1150,1220,1100,1240,1200,1200,3.0,28838.0,2025.0,742054.0,3.0,0.0,0.1325289756059646,0.2862361073493957,0.1129704415798187,500.0,2025-10-03 19:00:00+00:00,1057.7275089224418,1203.8378071496354,1130.7826580360384
Jefferson Lerma Solís,MID,Crystal Palace,0.0,0,0,4,0,0.0,272,0.01,0.01,0.0,0.73,66,1,0,0.3,3.4,2025-10-05T13:00:00Z,8,9,0,0,0,0,7,0,7032,0,1.0,2.0,0.0,1,-181,272,453,49,False,0,7,2025-26,Everton,EVE,11,3,1100,1130,1110,1130,1090,1130,0.0,28843.0,2025.0,743010.0,0.0,0.0,0.0,0.1175024434924125,0.1175024434924125,2182.0,2025-10-05 13:00:00+00:00,909.2494551712621,1115.6776173133503,1012.4635362423061
Martin Dúbravka,GK,Burnley,0.0,0,0,12,0,0.0,470,0.0,0.0,0.0,1.37,62,2,0,3.5,34.6,2025-10-05T13:00:00Z,90,2,0,0,0,0,7,5,4138990,1,1.0,2.0,0.0,2,-4465,71787,76252,40,False,0,7,2025-26,Aston Villa,AVL,7,3,1145,1185,1150,1170,1140,1200,0.0,28840.0,2025.0,743031.0,0.0,0.0,0.0,0.0,0.0,6532.0,2025-10-05 13:00:00+00:00,957.3297404253269,1217.9106790999704,1087.6202097626485
Caoimhín Kelleher,GK,Brentford,0.0,0,0,14,0,0.0,101,0.0,0.0,0.0,0.83,64,1,0,2.3,22.6,2025-10-05T15:30:00Z,90,13,0,0,0,0,7,3,976642,1,1.0,0.0,0.0,3,-23330,24395,47725,45,True,0,7,2025-26,Man City,MCI,43,4,1250,1305,1210,1230,1290,1380,0.0,28841.0,2025.0,743355.0,0.0,0.0,0.0,0.0,0.0,7904.0,2025-10-05 15:30:00+00:00,1368.8220095060758,1123.555564792814,1246.1887871494453
Fer López González,MID,Wolves,0.0,0,0,0,0,0.0,645,0.0,0.0,0.0,0.0,70,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,6,0,0,0,0,7,0,3805,0,1.0,1.0,0.0,0,-173,55,228,53,True,0,7,2025-26,Brighton,BHA,36,3,1150,1160,1090,1110,1210,1210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13200.0,2025-10-05 13:00:00+00:00,1243.4345944855395,942.1769738979134,1092.8057841917264
Sean Longstaff,MID,Leeds,0.0,0,0,21,0,71.2,493,0.2,0.42,0.22,0.53,67,2,0,9.0,13.8,2025-10-04T11:30:00Z,90,18,0,0,0,0,7,0,63378,1,2.0,1.0,5.0,2,37213,42410,5197,49,True,0,7,2025-26,Spurs,TOT,6,3,1165,1175,1130,1150,1200,1200,4.0,28844.0,2025.0,742128.0,5.0,0.0,0.1352313756942749,0.3232345879077911,0.1747864037752151,7078.0,2025-10-04 11:30:00+00:00,809.5666068583051,1273.0421719517983,1041.3043894050516
Nathan Collins,DEF,Brentford,0.0,0,0,11,0,0.4,106,0.01,0.01,0.0,0.83,64,1,0,1.5,15.0,2025-10-05T15:30:00Z,90,13,0,0,0,0,7,0,149458,1,1.0,0.0,0.0,2,-12453,2108,14561,50,True,0,7,2025-26,Man City,MCI,43,4,1250,1305,1210,1230,1290,1380,0.0,28841.0,2025.0,743357.0,0.0,0.0,0.0,0.0187999513000249,0.0187999513000249,9733.0,2025-10-05 15:30:00+00:00,1368.8220095060758,1123.555564792814,1246.1887871494453
Jack Harrison,MID,Leeds,0.0,0,0,4,0,6.8,352,0.08,0.08,0.0,0.03,67,0,0,1.1,2.2,2025-10-04T11:30:00Z,23,18,0,0,0,0,7,0,7796,0,2.0,1.0,2.0,1,-551,218,769,53,True,0,7,2025-26,Spurs,TOT,6,3,1165,1175,1130,1150,1200,1200,0.0,28844.0,2025.0,742136.0,0.0,0.0,0.0,0.0109165264293551,0.0109165264293551,8720.0,2025-10-04 11:30:00+00:00,809.5666068583051,1273.0421719517983,1041.3043894050516
Junior Kroupi,FWD,Bournemouth,0.0,0,0,0,0,0.0,100,0.0,0.0,0.0,0.0,63,0,0,0.0,0.0,2025-10-03T19:00:00Z,0,10,0,0,0,0,7,0,205044,0,1.0,3.0,0.0,0,20730,38291,17561,45,True,0,7,2025-26,Fulham,FUL,54,3,1090,1130,1080,1140,1100,1120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11504.0,2025-10-03 19:00:00+00:00,896.2855973887318,1081.3160056930492,988.8008015408905
Myles Lewis-Skelly,DEF,Arsenal,0.0,0,0,2,0,0.3,10,0.0,0.0,0.0,0.13,61,0,0,0.6,3.2,2025-10-04T14:00:00Z,15,19,0,0,0,0,7,0,230990,0,0.0,2.0,2.0,1,-14553,2830,17383,53,True,0,7,2025-26,West Ham,WHU,21,3,1075,1075,1050,1050,1100,1100,0.0,28839.0,2025.0,742413.0,0.0,0.0,0.0,0.0,0.0,12272.0,2025-10-04 14:00:00+00:00,807.5458985497519,1095.0575635393488,951.3017310445505
Neco Williams,DEF,Nott'm Forest,0.0,0,0,9,0,11.8,508,0.01,0.04,0.03,3.28,69,2,0,5.4,25.6,2025-10-05T13:00:00Z,90,15,0,0,0,0,7,0,609278,1,0.0,2.0,17.0,0,-116770,4677,121447,49,False,1,7,2025-26,Newcastle,NEW,4,3,1160,1220,1170,1180,1150,1260,1.0,28846.0,2025.0,743099.0,1.0,0.0,0.069522887468338,0.069522887468338,0.0,8204.0,2025-10-05 13:00:00+00:00,1113.0486582114797,1305.9986861734817,1209.5236721924807
Daniel Muñoz Mejía,DEF,Crystal Palace,0.0,0,0,20,0,1.3,256,0.02,0.13,0.11,2.03,66,2,1,7.8,56.0,2025-10-05T13:00:00Z,90,9,0,0,0,0,7,0,1494167,1,1.0,2.0,21.0,8,-10284,79290,89574,56,False,1,7,2025-26,Everton,EVE,11,3,1100,1130,1110,1130,1090,1130,1.0,28843.0,2025.0,743003.0,0.0,1.0,0.2719878554344177,0.3564295470714569,0.0844417065382003,12408.0,2025-10-05 13:00:00+00:00,909.2494551712621,1115.6776173133503,1012.4635362423061
Pedro Lomba Neto,MID,Chelsea,0.0,0,0,7,0,2.4,236,0.02,0.05,0.03,1.54,65,1,0,0.9,1.4,2025-10-04T16:30:00Z,74,12,0,0,0,0,7,0,484399,1,1.0,2.0,5.0,2,-56960,10898,67858,70,True,0,7,2025-26,Liverpool,LIV,14,4,1230,1265,1170,1210,1290,1320,1.0,28842.0,2025.0,742593.0,0.0,0.0,0.0566171519458293,0.088297814130783,0.0316806621849536,6382.0,2025-10-04 16:30:00+00:00,1369.543449472034,974.6874140469388,1172.1154317594865
Alphonse Areola,GK,West Ham,0.0,0,0,9,0,0.0,600,0.0,0.0,0.0,2.77,61,2,0,2.6,25.8,2025-10-04T14:00:00Z,90,1,0,0,0,0,7,3,269889,1,0.0,2.0,0.0,2,-12413,5731,18144,43,False,0,7,2025-26,Arsenal,ARS,3,5,1300,1375,1340,1400,1260,1350,0.0,28839.0,2025.0,742414.0,0.0,0.0,0.0,0.0338056348264217,0.0338056348264217,2310.0,2025-10-04 14:00:00+00:00,1296.8599280389633,1592.2494107392426,1444.5546693891029
Anthony Gordon,MID,Newcastle,0.0,0,0,9,1,1.8,485,0.02,0.15,0.13,0.17,69,0,0,1.3,3.8,2025-10-05T13:00:00Z,69,16,0,0,0,0,7,0,280033,1,0.0,2.0,7.0,3,137866,150491,12625,74,True,0,7,2025-26,Nott'm Forest,NFO,17,3,1100,1130,1100,1110,1100,1150,1.0,28846.0,2025.0,743089.0,0.0,0.0,0.0435387007892131,0.7311288118362427,0.6875901222229004,8150.0,2025-10-05 13:00:00+00:00,904.5172676782477,885.3734443496166,894.9453560139322
Armando Broja,FWD,Burnley,0.0,0,0,1,0,0.3,680,0.0,0.0,0.0,0.39,62,1,0,0.5,4.2,2025-10-05T13:00:00Z,31,2,0,0,0,0,7,0,16306,0,1.0,2.0,0.0,1,-470,877,1347,53,False,0,7,2025-26,Aston Villa,AVL,7,3,1145,1185,1150,1170,1140,1200,0.0,28840.0,2025.0,743042.0,0.0,0.0,0.0,0.0,0.0,8384.0,2025-10-05 13:00:00+00:00,957.3297404253269,1217.9106790999704,1087.6202097626485
Bertrand Traoré,MID,Sunderland,0.0,0,0,5,0,16.8,735,0.02,0.18,0.16,1.39,68,2,0,4.5,4.8,2025-10-04T14:00:00Z,57,14,0,0,0,0,7,0,2036,1,0.0,2.0,23.0,0,425,662,237,55,False,1,7,2025-26,Man Utd,MUN,1,3,1135,1205,1100,1150,1170,1260,2.0,28845.0,2025.0,742451.0,1.0,0.0,0.1277036070823669,0.1379002332687378,0.0101966327056288,695.0,2025-10-04 14:00:00+00:00,1251.9729073601766,1039.7894894745868,1145.8811984173815
Yerson Mosquera Valdelamar,DEF,Wolves,0.0,0,0,4,0,0.0,634,0.0,0.0,0.0,0.0,70,0,0,0.1,1.0,2025-10-05T13:00:00Z,1,6,0,0,0,0,7,0,6202,0,1.0,1.0,0.0,1,-198,127,325,44,True,0,7,2025-26,Brighton,BHA,36,3,1150,1160,1090,1110,1210,1210,0.0,28847.0,2025.0,743120.0,0.0,0.0,0.0,0.0,0.0,9958.0,2025-10-05 13:00:00+00:00,1243.4345944855395,942.1769738979134,1092.8057841917264
Joe Worrall,DEF,Burnley,0.0,0,0,3,0,0.3,199,0.0,0.0,0.0,0.0,62,0,0,0.1,0.2,2025-10-05T13:00:00Z,1,2,0,0,0,0,7,0,22460,0,1.0,2.0,0.0,1,5091,6345,1254,39,False,0,7,2025-26,Aston Villa,AVL,7,3,1145,1185,1150,1170,1140,1200,0.0,28840.0,2025.0,743046.0,0.0,0.0,0.0,0.0,0.0,10756.0,2025-10-05 13:00:00+00:00,957.3297404253269,1217.9106790999704,1087.6202097626485
Nico González Iglesias,MID,Man City,0.0,0,0,19,1,4.7,423,0.02,0.02,0.0,0.83,64,0,0,1.8,13.6,2025-10-05T15:30:00Z,68,5,0,0,0,0,7,0,10576,0,1.0,0.0,0.0,3,-256,472,728,59,False,0,7,2025-26,Brentford,BRE,94,3,1135,1175,1100,1110,1170,1240,0.0,28841.0,2025.0,743384.0,0.0,0.0,0.0,0.2535783946514129,0.2535783946514129,9802.0,2025-10-05 15:30:00+00:00,1127.7518453826706,1131.2162672698087,1129.4840563262396
Mathys Tel,MID,Spurs,0.0,0,2,28,0,1.3,584,0.01,0.13,0.12,1.41,67,1,1,5.6,33.2,2025-10-04T11:30:00Z,72,11,0,0,0,0,7,0,12362,1,2.0,1.0,21.0,9,-263,802,1065,63,False,0,7,2025-26,Leeds,LEE,2,3,1095,1145,1080,1100,1110,1190,2.0,28844.0,2025.0,742148.0,0.0,1.0,0.1250480562448501,0.1250480562448501,0.0,9780.0,2025-10-04 11:30:00+00:00,1055.042782691495,1025.9107713413953,1040.476777016445
Mikkel Damsgaard,MID,Brentford,0.0,0,0,13,0,1.8,121,0.01,0.01,0.0,0.83,64,1,0,1.7,15.6,2025-10-05T15:30:00Z,67,13,0,0,0,0,7,0,75488,1,1.0,0.0,0.0,2,-5228,2396,7624,58,True,0,7,2025-26,Man City,MCI,43,4,1250,1305,1210,1230,1290,1380,0.0,28841.0,2025.0,743361.0,0.0,0.0,0.0,0.0602817051112651,0.0602817051112651,8859.0,2025-10-05 15:30:00+00:00,1368.8220095060758,1123.555564792814,1246.1887871494453
Kobbie Mainoo,MID,Man Utd,0.0,0,0,3,0,0.2,458,0.0,0.0,0.0,0.29,68,0,0,0.3,2.4,2025-10-04T14:00:00Z,13,17,0,0,0,0,7,0,62518,0,0.0,2.0,0.0,1,-519,4414,4933,48,True,0,7,2025-26,Sunderland,SUN,56,3,1100,1145,1100,1120,1100,1170,0.0,28845.0,2025.0,742442.0,0.0,0.0,0.0,0.0,0.0,11174.0,2025-10-04 14:00:00+00:00,783.6185941813187,1091.0494229973017,937.3340085893103
Joachim Andersen,DEF,Fulham,0.0,0,0,6,0,0.9,317,0.0,0.0,0.0,1.12,63,3,0,3.5,34.4,2025-10-03T19:00:00Z,90,4,0,0,0,0,7,0,498275,1,1.0,3.0,0.0,3,-1927,30403,32330,45,False,0,7,2025-26,Bournemouth,BOU,91,3,1150,1220,1100,1240,1200,1200,0.0,28838.0,2025.0,742047.0,0.0,0.0,0.0,0.1112165972590446,0.1112165972590446,6314.0,2025-10-03 19:00:00+00:00,1057.7275089224418,1203.8378071496354,1130.7826580360384
Sepp van den Berg,DEF,Brentford,0.0,0,0,10,0,10.8,113,0.06,0.06,0.0,0.83,64,1,0,2.0,7.6,2025-10-05T15:30:00Z,90,13,0,0,0,0,7,0,75900,1,1.0,0.0,2.0,2,-5459,1459,6918,45,True,0,7,2025-26,Man City,MCI,43,4,1250,1305,1210,1230,1290,1380,0.0,28841.0,2025.0,743358.0,1.0,0.0,0.0,0.0953361988067627,0.0187999513000249,10721.0,2025-10-05 15:30:00+00:00,1368.8220095060758,1123.555564792814,1246.1887871494453
Micky van de Ven,DEF,Spurs,0.0,0,0,14,0,0.3,575,0.0,0.0,0.0,1.68,67,1,0,1.5,14.8,2025-10-04T11:30:00Z,90,11,0,0,0,0,7,0,4171448,1,2.0,1.0,0.0,2,28519,134966,106447,48,False,0,7,2025-26,Leeds,LEE,2,3,1095,1145,1080,1100,1110,1190,0.0,28844.0,2025.0,742141.0,0.0,0.0,0.0,0.3272772133350372,0.3272772133350372,10050.0,2025-10-04 11:30:00+00:00,1055.042782691495,1025.9107713413953,1040.476777016445
Emiliano Martínez Romero,GK,Aston Villa,0.0,0,0,9,0,0.0,32,0.0,0.0,0.0,0.42,62,1,0,1.1,11.4,2025-10-05T13:00:00Z,90,3,0,0,0,0,7,1,267044,1,1.0,2.0,0.0,1,3927,23536,19609,50,True,1,7,2025-26,Burnley,BUR,90,3,1055,1095,1010,1090,1100,1100,0.0,28840.0,2025.0,743014.0,0.0,0.0,0.0,0.0791859254240989,0.0791859254240989,4401.0,2025-10-05 13:00:00+00:00,757.1881901804112,906.4088219521751,831.7985060662932
Nikola Milenković,DEF,Nott'm Forest,0.0,0,0,9,0,0.4,505,0.0,0.0,0.0,3.28,69,2,0,1.6,15.2,2025-10-05T13:00:00Z,90,15,0,0,0,0,7,0,667209,1,0.0,2.0,0.0,3,-112825,3607,116432,54,False,0,7,2025-26,Newcastle,NEW,4,3,1160,1220,1170,1180,1150,1260,0.0,28846.0,2025.0,743096.0,0.0,0.0,0.0,0.0,0.0,6174.0,2025-10-05 13:00:00+00:00,1113.0486582114797,1305.9986861734817,1209.5236721924807
Guglielmo Vicario,GK,Spurs,0.0,0,0,13,0,0.0,565,0.0,0.0,0.0,1.68,67,1,0,2.7,26.8,2025-10-04T11:30:00Z,90,11,0,0,0,0,7,3,1481098,1,2.0,1.0,0.0,3,-8411,61842,70253,51,False,0,7,2025-26,Leeds,LEE,2,3,1095,1145,1080,1100,1110,1190,0.0,28844.0,2025.0,742138.0,0.0,0.0,0.0,0.3272772133350372,0.3272772133350372,8858.0,2025-10-04 11:30:00+00:00,1055.042782691495,1025.9107713413953,1040.476777016445
Mikel Merino Zazón,MID,Arsenal,0.0,0,0,0,0,3.7,22,0.0,0.16,0.16,0.13,61,0,0,1.2,0.0,2025-10-04T14:00:00Z,11,19,0,0,0,0,7,0,76226,0,0.0,2.0,12.0,1,10019,15936,5917,59,True,0,7,2025-26,West Ham,WHU,21,3,1075,1075,1050,1050,1100,1100,2.0,28839.0,2025.0,742410.0,0.0,0.0,0.1820262223482132,0.0,0.0,5304.0,2025-10-04 14:00:00+00:00,807.5458985497519,1095.0575635393488,951.3017310445505
Ismaïla Sarr,MID,Crystal Palace,0.0,1,2,26,0,32.1,267,0.08,0.26,0.18,1.29,66,1,0,7.6,35.6,2025-10-05T13:00:00Z,88,9,0,0,0,0,7,0,668297,1,1.0,2.0,8.0,7,356745,380670,23925,64,False,0,7,2025-26,Everton,EVE,11,3,1100,1130,1110,1130,1090,1130,1.0,28843.0,2025.0,743007.0,3.0,0.0,0.1355862319469452,0.5043728351593018,0.0553666315972805,5675.0,2025-10-05 13:00:00+00:00,909.2494551712621,1115.6776173133503,1012.4635362423061
Justin Devenny,MID,Crystal Palace,0.0,0,0,-1,0,0.0,276,0.0,0.3,0.3,0.73,66,1,0,3.7,0.0,2025-10-05T13:00:00Z,2,9,0,0,0,0,7,0,159145,0,1.0,2.0,37.0,1,-4193,8584,12777,45,False,0,7,2025-26,Everton,EVE,11,3,1100,1130,1110,1130,1090,1130,2.0,28843.0,2025.0,743013.0,0.0,0.0,0.1709403246641159,0.1175024434924125,0.0,13038.0,2025-10-05 13:00:00+00:00,909.2494551712621,1115.6776173133503,1012.4635362423061
Igor Thiago Nascimento Rodrigues,FWD,Brentford,0.0,0,0,7,0,2.3,136,0.0,0.67,0.67,0.83,64,1,0,2.8,7.0,2025-10-05T15:30:00Z,67,13,0,0,0,0,7,0,323939,1,1.0,0.0,19.0,2,112516,145385,32869,60,True,0,7,2025-26,Man City,MCI,43,4,1250,1305,1210,1230,1290,1380,2.0,28841.0,2025.0,743364.0,0.0,0.0,0.5692212581634521,0.5692212581634521,0.0,13222.0,2025-10-05 15:30:00+00:00,1368.8220095060758,1123.555564792814,1246.1887871494453
Aaron Wan-Bissaka,DEF,West Ham,0.0,0,0,-3,0,1.4,610,0.01,0.01,0.0,2.6,61,2,0,1.1,7.2,2025-10-04T14:00:00Z,78,1,0,0,0,0,7,0,841458,1,0.0,2.0,2.0,1,-138747,1783,140530,43,False,0,7,2025-26,Arsenal,ARS,3,5,1300,1375,1340,1400,1260,1350,0.0,28839.0,2025.0,742415.0,0.0,0.0,0.0,0.0,0.0,5584.0,2025-10-04 14:00:00+00:00,1296.8599280389633,1592.2494107392426,1444.5546693891029
Hwang Hee-chan,MID,Wolves,0.0,0,0,5,0,5.0,642,0.07,0.14,0.07,0.71,70,0,0,1.4,6.0,2025-10-05T13:00:00Z,59,6,0,0,0,0,7,0,19764,1,1.0,1.0,3.0,1,-1984,1232,3216,59,True,0,7,2025-26,Brighton,BHA,36,3,1150,1160,1090,1110,1210,1210,1.0,28847.0,2025.0,743119.0,0.0,0.0,0.0361028909683227,0.1807695180177688,0.1446666270494461,8845.0,2025-10-05 13:00:00+00:00,1243.4345944855395,942.1769738979134,1092.8057841917264
Yankuba Minteh,MID,Brighton,0.0,0,0,17,0,62.3,160,0.24,0.25,0.01,0.56,70,1,0,9.4,26.8,2025-10-05T13:00:00Z,90,20,0,0,0,0,7,0,428481,1,1.0,1.0,5.0,2,234938,256757,21819,59,False,0,7,2025-26,Wolves,WOL,39,3,1070,1085,1050,1050,1090,1120,1.0,28847.0,2025.0,743134.0,4.0,0.0,0.0133431665599346,0.3435140252113342,0.1551186889410019,12759.0,2025-10-05 13:00:00+00:00,771.5462921685557,1135.2865190161847,953.4164055923702
Evann Guessand,MID,Aston Villa,0.0,0,0,3,0,0.8,677,0.17,0.17,0.0,0.33,62,1,0,1.2,5.0,2025-10-05T13:00:00Z,23,3,0,0,0,0,7,0,5567,0,1.0,2.0,6.0,1,258,784,526,63,True,0,7,2025-26,Burnley,BUR,90,3,1055,1095,1010,1090,1100,1100,0.0,28840.0,2025.0,743027.0,0.0,0.0,0.0,0.1144516691565513,0.1144516691565513,8006.0,2025-10-05 13:00:00+00:00,757.1881901804112,906.4088219521751,831.7985060662932
Joe Rodon,DEF,Leeds,0.0,0,0,3,0,1.5,348,0.02,0.11,0.09,0.53,67,2,0,3.1,14.8,2025-10-04T11:30:00Z,90,18,0,0,0,0,7,0,632370,1,2.0,1.0,15.0,1,80470,103035,22565,40,True,0,7,2025-26,Spurs,TOT,6,3,1165,1175,1130,1150,1200,1200,2.0,28844.0,2025.0,742125.0,0.0,0.0,0.2401766330003738,0.0343612469732761,0.0343612469732761,6377.0,2025-10-04 11:30:00+00:00,809.5666068583051,1273.0421719517983,1041.3043894050516
Chemsdine Talbi,MID,Sunderland,0.0,0,0,3,0,12.8,553,0.01,0.27,0.26,0.45,68,0,0,4.1,6.4,2025-10-04T14:00:00Z,32,14,0,0,0,0,7,0,29377,0,0.0,2.0,22.0,1,-1395,1461,2856,50,False,0,7,2025-26,Man Utd,MUN,1,3,1135,1205,1100,1150,1170,1260,2.0,28845.0,2025.0,742455.0,1.0,0.0,0.3214682638645172,0.3872798979282379,0.0,13717.0,2025-10-04 14:00:00+00:00,1251.9729073601766,1039.7894894745868,1145.8811984173815
David Møller Wolfe,DEF,Wolves,0.0,0,0,-1,0,0.3,682,0.0,0.0,0.0,0.21,70,1,0,0.3,2.2,2025-10-05T13:00:00Z,13,6,0,0,0,0,7,0,8172,0,1.0,1.0,0.0,1,-546,73,619,44,True,0,7,2025-26,Brighton,BHA,36,3,1150,1160,1090,1110,1210,1210,0.0,28847.0,2025.0,743124.0,0.0,0.0,0.0,0.0,0.0,13740.0,2025-10-05 13:00:00+00:00,1243.4345944855395,942.1769738979134,1092.8057841917264
Anthony Elanga,MID,Newcastle,0.0,0,0,5,1,28.7,486,0.03,0.03,0.0,0.17,69,0,0,5.0,7.6,2025-10-05T13:00:00Z,69,16,0,0,0,0,7,0,587250,1,0.0,2.0,14.0,3,-54053,13873,67926,69,True,0,7,2025-26,Nott'm Forest,NFO,17,3,1100,1130,1100,1110,1100,1150,0.0,28846.0,2025.0,743087.0,2.0,0.0,0.0,0.1481215059757232,0.1045828089118003,9524.0,2025-10-05 13:00:00+00:00,904.5172676782477,885.3734443496166,894.9453560139322
Bafodé Diakité,DEF,Bournemouth,0.0,0,0,11,0,1.4,685,0.02,0.02,0.0,0.88,63,1,0,2.9,23.2,2025-10-03T19:00:00Z,90,10,0,0,0,0,7,0,59181,1,1.0,3.0,4.0,2,1192,5494,4302,45,True,0,7,2025-26,Fulham,FUL,54,3,1090,1130,1080,1140,1100,1120,0.0,28838.0,2025.0,742033.0,0.0,0.0,0.0,0.0762942805886268,0.0762942805886268,7268.0,2025-10-03 19:00:00+00:00,896.2855973887318,1081.3160056930492,988.8008015408905
Declan Rice,MID,Arsenal,0.0,0,3,45,1,40.4,21,0.12,0.44,0.32,0.36,61,0,1,10.9,45.6,2025-10-04T14:00:00Z,78,19,0,0,0,0,7,0,1033670,1,0.0,2.0,23.0,11,62858,106096,43238,65,True,0,7,2025-26,West Ham,WHU,21,3,1075,1075,1050,1050,1100,1100,2.0,28839.0,2025.0,742404.0,3.0,1.0,0.3888777792453766,1.4013240337371826,1.0124462842941284,5553.0,2025-10-04 14:00:00+00:00,807.5458985497519,1095.0575635393488,951.3017310445505
Jhon Arias,MID,Wolves,0.0,0,1,22,0,18.8,663,0.02,0.35,0.33,1.15,70,1,0,4.7,15.6,2025-10-05T13:00:00Z,90,6,0,0,0,0,7,0,29264,1,1.0,1.0,13.0,3,-252,2395,2647,52,True,0,7,2025-26,Brighton,BHA,36,3,1150,1160,1090,1110,1210,1210,2.0,28847.0,2025.0,743117.0,1.0,0.0,0.1869608908891677,0.1807695180177688,0.0,13741.0,2025-10-05 13:00:00+00:00,1243.4345944855395,942.1769738979134,1092.8057841917264
Eberechi Eze,MID,Arsenal,0.0,1,0,22,1,6.8,266,0.05,0.54,0.49,0.36,61,0,0,4.7,5.6,2025-10-04T14:00:00Z,78,19,0,0,0,0,7,0,1613380,1,0.0,2.0,35.0,6,123093,213289,90196,76,True,0,7,2025-26,West Ham,WHU,21,3,1075,1075,1050,1050,1100,1100,4.0,28839.0,2025.0,742405.0,0.0,0.0,0.3443373441696167,0.4242755472660064,0.1312565952539444,8706.0,2025-10-04 14:00:00+00:00,807.5458985497519,1095.0575635393488,951.3017310445505
Marc Guiu Paz,FWD,Chelsea,0.0,0,0,1,0,0.0,252,0.0,0.03,0.03,0.41,65,0,0,0.1,0.0,2025-10-04T16:30:00Z,16,12,0,0,0,0,7,0,957269,0,1.0,2.0,4.0,1,-62467,51086,113553,43,True,0,7,2025-26,Liverpool,LIV,14,4,1230,1265,1170,1210,1290,1320,1.0,28842.0,2025.0,742600.0,0.0,0.0,0.0402034670114517,0.0402034670114517,0.0,11633.0,2025-10-04 16:30:00+00:00,1369.543449472034,974.6874140469388,1172.1154317594865
Tolu Arokodare,FWD,Wolves,0.0,0,0,4,0,0.0,720,0.0,0.0,0.0,0.0,70,0,0,0.0,0.0,2025-10-05T13:00:00Z,1,6,0,0,0,0,7,0,8460,0,1.0,1.0,0.0,1,-329,1267,1596,55,True,0,7,2025-26,Brighton,BHA,36,3,1150,1160,1090,1110,1210,1210,0.0,28847.0,2025.0,743122.0,0.0,0.0,0.0,0.0,0.0,8875.0,2025-10-05 13:00:00+00:00,1243.4345944855395,942.1769738979134,1092.8057841917264
Ryan Gravenberch,MID,Liverpool,0.0,0,0,16,0,1.3,390,0.01,0.04,0.03,1.0,65,2,0,2.1,12.8,2025-10-04T16:30:00Z,90,7,0,0,0,0,7,0,688040,1,1.0,2.0,7.0,2,236197,270454,34257,56,False,0,7,2025-26,Chelsea,CHE,8,3,1180,1190,1140,1160,1220,1220,1.0,28842.0,2025.0,742608.0,0.0,0.0,0.0172115471214056,0.1403227001428604,0.1231111586093902,10697.0,2025-10-04 16:30:00+00:00,1216.7845649396604,1029.442169972934,1123.113367456297
Jayden Bogle,DEF,Leeds,0.0,0,0,7,0,6.2,342,0.06,0.08,0.02,0.53,67,2,0,2.6,19.0,2025-10-04T11:30:00Z,88,18,0,0,0,0,7,0,23375,1,2.0,1.0,1.0,3,612,1707,1095,45,True,0,7,2025-26,Spurs,TOT,6,3,1165,1175,1130,1150,1200,1200,1.0,28844.0,2025.0,742123.0,0.0,0.0,0.013216808438301,0.0906898453831672,0.0774730369448661,9205.0,2025-10-04 11:30:00+00:00,809.5666068583051,1273.0421719517983,1041.3043894050516
Jean-Ricner Bellegarde,MID,Wolves,0.0,0,0,4,0,0.3,644,0.01,0.01,0.0,0.21,70,1,0,0.1,1.0,2025-10-05T13:00:00Z,14,6,0,0,0,0,7,0,6420,0,1.0,1.0,0.0,1,-318,124,442,53,True,0,7,2025-26,Brighton,BHA,36,3,1150,1160,1090,1110,1210,1210,0.0,28847.0,2025.0,743121.0,0.0,0.0,0.0,0.0,0.0,7762.0,2025-10-05 13:00:00+00:00,1243.4345944855395,942.1769738979134,1092.8057841917264
