name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW,fpl_id,season,now_cost,opponent_name,opponent_short_name,opponent_code,opponent_strength,opponent_strength_overall_home,opponent_strength_overall_away,opponent_strength_attack_home,opponent_strength_attack_away,opponent_strength_defence_home,opponent_strength_defence_away,us_shots,us_id,us_season,us_roster_id,us_key_passes,us_npg,us_npxG,us_xGChain,us_xGBuildup,player_id,opp_dyn_attack,opp_dyn_defence,opp_dyn_overall,kickoff_time_dt
Jeremie Frimpong,DEF,Liverpool,5.0,0,0,8,0,1.3,370,0.01,0.02,0.01,0.81,1,0,0,0.9,5.4,2025-08-15T19:00:00Z,59,4,0,0,0,0,1,0,3010630,1,2.0,4.0,2.0,1,0,0,0,60,True,0,1,370,2025-26,6.0,Bournemouth,BOU,91,3,1150,1235,1060,1230,1240,1240,1.0,28778.0,2025.0,731571.0,0.0,0.0,0.015647554770112,0.0271507985889911,0.0271507985889911,9328.0,1041.6025695269489,1224.1068150946994,1132.8546923108242,2025-08-15 19:00:00+00:00
Antoine Semenyo,MID,Bournemouth,1.4,0,3,42,0,1.3,82,0.02,0.93,0.91,2.21,1,4,2,10.0,66.4,2025-08-15T19:00:00Z,90,12,0,0,0,0,1,0,462445,1,2.0,4.0,32.0,15,0,0,0,70,False,0,1,82,2025-26,7.0,Liverpool,LIV,14,4,1180,1250,1120,1200,1240,1300,3.0,28778.0,2025.0,731592.0,0.0,2.0,0.8385053277015686,0.8385053277015686,0.0,11363.0,1560.437208302612,1063.9667189906752,1312.2019636466434,2025-08-15 19:00:00+00:00
Mason Mount,MID,Man Utd,1.6,0,0,9,0,25.1,455,0.15,0.27,0.12,1.1,9,1,0,5.0,7.0,2025-08-17T15:30:00Z,64,1,0,0,0,0,1,0,23000,1,1.0,0.0,18.0,2,0,0,0,60,True,0,1,455,2025-26,6.0,Arsenal,ARS,3,5,1305,1355,1340,1390,1270,1320,2.0,28786.0,2025.0,732462.0,2.0,0.0,0.1368706226348877,0.3296763002872467,0.0573859587311744,7768.0,1377.6281536515032,1211.7015856756666,1294.6648696635848,2025-08-17 15:30:00+00:00
James Hill,DEF,Bournemouth,0.0,0,0,0,0,0.1,77,0.0,0.0,0.0,0.11,1,1,0,0.3,3.0,2025-08-15T19:00:00Z,1,12,0,0,0,0,1,0,65738,0,2.0,4.0,0.0,1,0,0,0,40,False,0,1,77,2025-26,4.0,Liverpool,LIV,14,4,1180,1250,1120,1200,1240,1300,0.0,28778.0,2025.0,731598.0,0.0,0.0,0.0,0.0,0.0,10747.0,1560.437208302612,1063.9667189906752,1312.2019636466434,2025-08-15 19:00:00+00:00
Diogo Dalot Teixeira,DEF,Man Utd,1.4,0,0,2,0,14.1,440,0.15,0.15,0.0,1.03,9,1,0,2.3,6.8,2025-08-17T15:30:00Z,54,1,0,0,0,0,1,0,221219,1,1.0,0.0,2.0,1,0,0,0,45,True,0,1,440,2025-26,4.5,Arsenal,ARS,3,5,1305,1355,1340,1390,1270,1320,0.0,28786.0,2025.0,732457.0,1.0,0.0,0.0,0.2425223737955093,0.1274721920490265,7281.0,1377.6281536515032,1211.7015856756666,1294.6648696635848,2025-08-17 15:30:00+00:00
Maxence Lacroix,DEF,Crystal Palace,2.1,0,0,25,1,0.1,257,0.0,0.0,0.0,1.6,8,0,0,3.1,30.8,2025-08-17T13:00:00Z,90,7,0,0,0,0,1,0,96266,1,0.0,0.0,0.0,8,0,0,0,50,False,0,1,257,2025-26,5.0,Chelsea,CHE,8,3,1190,1195,1130,1140,1250,1250,1.0,28784.0,2025.0,732236.0,0.0,0.0,0.4323694705963135,0.313732236623764,0.313732236623764,8853.0,1183.4836238777011,1414.4814043733272,1298.9825141255142,2025-08-17 13:00:00+00:00
Michael Keane,DEF,Everton,2.4,0,0,10,0,0.4,295,0.0,0.0,0.0,2.07,10,1,0,2.4,19.8,2025-08-18T19:00:00Z,90,11,0,0,0,0,1,0,34296,1,0.0,1.0,4.0,2,0,0,0,45,False,0,1,295,2025-26,4.5,Leeds,LEE,2,3,1100,1205,1050,1160,1150,1250,0.0,28787.0,2025.0,732661.0,0.0,0.0,0.0,0.0,0.0,1653.0,1010.4541291787765,616.4492545612638,813.4516918700201,2025-08-18 19:00:00+00:00
Joël Piroe,FWD,Leeds,1.2,0,0,4,1,5.6,362,0.04,0.32,0.28,0.28,10,0,0,5.2,2.0,2025-08-18T19:00:00Z,77,9,0,0,0,0,1,0,204534,1,0.0,1.0,44.0,2,0,0,0,55,True,0,1,362,2025-26,5.5,Everton,EVE,11,3,1135,1160,1130,1150,1140,1170,3.0,28787.0,2025.0,732652.0,0.0,0.0,0.5239394903182983,0.5561109185218811,0.0321714580059051,13835.0,819.3190016211678,1525.7779366601083,1172.548469140638,2025-08-18 19:00:00+00:00
Kevin Danso,DEF,Spurs,2.4,0,0,0,0,0.0,570,0.0,0.0,0.0,0.0,6,0,0,0.0,0.0,2025-08-16T14:00:00Z,0,3,0,0,0,0,1,0,19361,0,0.0,3.0,0.0,0,0,0,0,45,True,0,1,570,2025-26,4.5,Burnley,BUR,90,2,975,1045,910,1050,1040,1040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5261.0,933.3608169050569,761.876320708461,847.618568806759,2025-08-16 14:00:00+00:00
Harry Maguire,DEF,Man Utd,1.4,0,0,2,0,0.5,442,0.0,0.0,0.0,0.21,9,0,0,0.6,5.2,2025-08-17T15:30:00Z,10,1,0,0,0,0,1,0,64486,0,1.0,0.0,0.0,1,0,0,0,45,True,0,1,442,2025-26,4.5,Arsenal,ARS,3,5,1305,1355,1340,1390,1270,1320,0.0,28786.0,2025.0,732466.0,0.0,0.0,0.0,0.1100102663040161,0.1100102663040161,1687.0,1377.6281536515032,1211.7015856756666,1294.6648696635848,2025-08-17 15:30:00+00:00
Alex Iwobi,MID,Fulham,2.2,0,0,10,0,40.5,324,0.28,0.29,0.01,1.05,3,1,0,5.1,9.6,2025-08-16T14:00:00Z,65,6,0,0,0,0,1,0,158580,1,1.0,1.0,1.0,2,0,0,0,65,False,0,1,324,2025-26,6.5,Brighton,BHA,36,4,1170,1250,1140,1220,1200,1280,1.0,28780.0,2025.0,732727.0,3.0,0.0,0.0140686137601733,0.2425684332847595,0.0,500.0,1143.4944725139724,961.0283112035027,1052.2613918587376,2025-08-16 14:00:00+00:00
Jefferson Lerma Solís,MID,Crystal Palace,1.0,0,0,3,0,1.0,272,0.0,0.0,0.0,0.38,8,0,0,0.4,1.0,2025-08-17T13:00:00Z,20,7,0,0,0,0,1,0,6436,0,0.0,0.0,2.0,1,0,0,0,50,False,0,1,272,2025-26,5.0,Chelsea,CHE,8,3,1190,1195,1130,1140,1250,1250,0.0,28784.0,2025.0,732246.0,0.0,0.0,0.0,0.0,0.0,2182.0,1183.4836238777011,1414.4814043733272,1298.9825141255142,2025-08-17 13:00:00+00:00
Kai Havertz,FWD,Arsenal,2.9,0,0,4,0,0.8,30,0.01,0.01,0.0,0.82,9,0,0,0.6,2.8,2025-08-17T15:30:00Z,30,14,0,0,0,0,1,0,117967,0,1.0,0.0,2.0,1,0,0,0,75,False,0,1,30,2025-26,7.5,Man Utd,MUN,1,4,1180,1250,1120,1190,1240,1310,0.0,28786.0,2025.0,732479.0,0.0,0.0,0.0,0.1889845728874206,0.1889845728874206,5220.0,1441.2764410028926,1129.0369223696491,1285.156681686271,2025-08-17 15:30:00+00:00
Martin Dúbravka,GK,Burnley,0.5,0,0,5,0,0.0,470,0.0,0.0,0.0,2.32,6,3,0,2.6,25.6,2025-08-16T14:00:00Z,90,18,0,0,0,0,1,3,3377673,1,0.0,3.0,0.0,2,0,0,0,40,False,0,1,470,2025-26,4.0,Spurs,TOT,6,3,1120,1120,1090,1090,1150,1150,0.0,28782.0,2025.0,731829.0,0.0,0.0,0.0,0.0,0.0,6532.0,949.623011816232,899.3334410130401,924.4782264146361,2025-08-16 14:00:00+00:00
Ilia Gruev,MID,Leeds,1.0,0,0,3,0,0.3,356,0.0,0.0,0.0,0.28,10,0,0,0.2,1.6,2025-08-18T19:00:00Z,12,9,0,0,0,0,1,0,4328,0,0.0,1.0,0.0,1,0,0,0,50,True,0,1,356,2025-26,5.0,Everton,EVE,11,3,1135,1160,1130,1150,1140,1170,0.0,28787.0,2025.0,732654.0,0.0,0.0,0.0,0.0667071118950843,0.0667071118950843,8000.0,819.3190016211678,1525.7779366601083,1172.548469140638,2025-08-18 19:00:00+00:00
Daniel James,MID,Leeds,1.5,0,0,6,1,15.7,353,0.05,0.19,0.14,0.28,10,0,0,3.3,6.2,2025-08-18T19:00:00Z,77,9,0,0,0,0,1,0,49896,1,0.0,1.0,11.0,3,0,0,0,55,True,0,1,353,2025-26,5.5,Everton,EVE,11,3,1135,1160,1130,1150,1140,1170,2.0,28787.0,2025.0,732651.0,1.0,0.0,0.1218004897236824,0.1973362267017364,0.0,5595.0,819.3190016211678,1525.7779366601083,1172.548469140638,2025-08-18 19:00:00+00:00
Caoimhín Kelleher,GK,Brentford,1.7,0,0,4,0,0.0,101,0.0,0.0,0.0,1.86,4,3,0,1.2,11.8,2025-08-17T13:00:00Z,90,16,0,0,0,0,1,2,1113397,1,1.0,3.0,0.0,1,0,0,0,45,False,0,1,101,2025-26,4.5,Nott'm Forest,NFO,17,3,1125,1165,1130,1160,1120,1170,0.0,28785.0,2025.0,732262.0,0.0,0.0,0.0,0.0751350820064544,0.0751350820064544,7904.0,782.0606792223135,1059.1125860836212,920.5866326529674,2025-08-17 13:00:00+00:00
Fer López González,MID,Wolves,1.5,0,0,5,0,0.6,645,0.02,0.1,0.08,0.24,7,1,0,2.3,3.4,2025-08-16T16:30:00Z,18,13,0,0,0,0,1,0,4451,0,4.0,0.0,19.0,1,0,0,0,55,True,0,1,645,2025-26,5.5,Man City,MCI,43,4,1265,1355,1220,1310,1310,1400,2.0,28783.0,2025.0,732749.0,0.0,0.0,0.106451541185379,0.106451541185379,0.0,13200.0,1420.19285885686,1081.6309085455339,1250.911883701197,2025-08-16 16:30:00+00:00
Sean Longstaff,MID,Leeds,1.0,0,0,3,0,0.3,493,0.0,0.0,0.0,0.0,10,0,0,0.1,0.2,2025-08-18T19:00:00Z,1,9,0,0,0,0,1,0,18431,0,0.0,1.0,0.0,1,0,0,0,50,True,0,1,493,2025-26,5.0,Everton,EVE,11,3,1135,1160,1130,1150,1140,1170,0.0,28787.0,2025.0,732657.0,0.0,0.0,0.0,0.0,0.0,7078.0,819.3190016211678,1525.7779366601083,1172.548469140638,2025-08-18 19:00:00+00:00
Nathan Collins,DEF,Brentford,2.6,0,0,0,0,0.2,106,0.0,0.02,0.02,1.86,4,3,0,1.5,9.8,2025-08-17T13:00:00Z,90,16,0,0,0,0,1,0,173943,1,1.0,3.0,5.0,0,0,0,0,50,False,1,1,106,2025-26,5.0,Nott'm Forest,NFO,17,3,1125,1165,1130,1160,1120,1170,1.0,28785.0,2025.0,732264.0,0.0,0.0,0.0131899788975715,0.0751350820064544,0.0751350820064544,9733.0,782.0606792223135,1059.1125860836212,920.5866326529674,2025-08-17 13:00:00+00:00
Jack Harrison,MID,Leeds,1.5,0,0,3,0,1.3,352,0.0,0.0,0.0,0.28,10,0,0,0.6,2.2,2025-08-18T19:00:00Z,12,9,0,0,0,0,1,0,15044,0,0.0,1.0,2.0,1,0,0,0,55,True,0,1,352,2025-26,5.5,Everton,EVE,11,3,1135,1160,1130,1150,1140,1170,0.0,28787.0,2025.0,732658.0,0.0,0.0,0.0,0.0273878462612628,0.0273878462612628,8720.0,819.3190016211678,1525.7779366601083,1172.548469140638,2025-08-18 19:00:00+00:00
Myles Lewis-Skelly,DEF,Arsenal,3.8,0,0,-1,0,0.0,10,0.0,0.0,0.0,0.66,9,0,0,0.0,0.2,2025-08-17T15:30:00Z,18,14,0,0,0,0,1,0,399029,0,1.0,0.0,0.0,0,0,0,0,55,False,1,1,10,2025-26,5.5,Man Utd,MUN,1,4,1180,1250,1120,1190,1240,1310,0.0,28786.0,2025.0,732483.0,0.0,0.0,0.0,0.0,0.0,12272.0,1441.2764410028926,1129.0369223696491,1285.156681686271,2025-08-17 15:30:00+00:00
Altay Bayındır,GK,Man Utd,2.6,0,0,11,0,0.0,431,0.0,0.0,0.0,1.31,9,1,0,1.3,13.4,2025-08-17T15:30:00Z,90,1,0,0,0,0,1,2,31564,1,1.0,0.0,0.0,2,0,0,0,50,True,0,1,431,2025-26,5.0,Arsenal,ARS,3,5,1305,1355,1340,1390,1270,1320,0.0,28786.0,2025.0,732453.0,0.0,0.0,0.0,0.0828805267810821,0.0828805267810821,12054.0,1377.6281536515032,1211.7015856756666,1294.6648696635848,2025-08-17 15:30:00+00:00
Neco Williams,DEF,Nott'm Forest,2.6,0,0,10,0,28.8,508,0.09,0.09,0.0,1.5,4,1,0,5.0,19.0,2025-08-17T13:00:00Z,90,5,0,0,0,0,1,0,1038264,1,1.0,3.0,2.0,1,0,0,0,50,True,1,1,508,2025-26,5.0,Brentford,BRE,94,3,1135,1215,1120,1160,1150,1270,0.0,28785.0,2025.0,732252.0,2.0,0.0,0.0,1.1594305038452148,0.8009052872657776,8204.0,1014.1383723275108,1192.939230472288,1103.5388013998995,2025-08-17 13:00:00+00:00
Daniel Muñoz Mejía,DEF,Crystal Palace,2.8,0,0,17,1,0.4,256,0.0,0.05,0.05,1.6,8,0,0,1.6,10.0,2025-08-17T13:00:00Z,90,7,0,0,0,0,1,0,813663,1,0.0,0.0,6.0,5,0,0,0,55,False,1,1,256,2025-26,5.5,Chelsea,CHE,8,3,1190,1195,1130,1140,1250,1250,1.0,28784.0,2025.0,732239.0,0.0,0.0,0.061410117894411,0.0869690179824829,0.0255588982254266,12408.0,1183.4836238777011,1414.4814043733272,1298.9825141255142,2025-08-17 13:00:00+00:00
Pedro Lomba Neto,MID,Chelsea,2.8,0,0,18,1,37.7,236,0.36,0.39,0.03,0.66,8,0,0,6.2,13.8,2025-08-17T13:00:00Z,90,8,0,0,0,0,1,0,361022,1,0.0,0.0,10.0,3,0,0,0,70,True,0,1,236,2025-26,7.0,Crystal Palace,CRY,31,3,1160,1185,1150,1200,1170,1170,1.0,28784.0,2025.0,732227.0,2.0,0.0,0.0189886204898357,0.1260512471199035,0.0206609163433313,6382.0,1493.6710914217842,1188.2094003766226,1340.9402458992035,2025-08-17 13:00:00+00:00
Anthony Gordon,MID,Newcastle,3.0,0,0,4,1,13.0,485,0.03,0.58,0.55,0.2,2,0,0,5.9,5.4,2025-08-16T11:30:00Z,90,2,0,0,0,0,1,0,151396,1,0.0,0.0,41.0,3,0,0,0,75,False,0,1,485,2025-26,7.5,Aston Villa,AVL,7,3,1135,1230,1120,1210,1150,1250,7.0,28779.0,2025.0,731718.0,1.0,0.0,0.6037954092025757,0.5713272094726562,0.0,8150.0,1127.336842122893,1252.6481273960037,1189.9924847594484,2025-08-16 11:30:00+00:00
Nico González Iglesias,MID,Man City,2.6,0,0,27,1,5.6,423,0.05,0.1,0.05,0.56,7,0,0,3.6,24.8,2025-08-16T16:30:00Z,90,20,0,0,0,0,1,0,6190,1,4.0,0.0,6.0,3,0,0,0,60,False,0,1,423,2025-26,6.0,Wolves,WOL,39,2,975,1060,950,1050,1000,1070,2.0,28783.0,2025.0,732757.0,0.0,0.0,0.0861339047551155,0.7597863078117371,0.7597863078117371,9802.0,931.4506181143755,893.058173213272,912.2543956638237,2025-08-16 16:30:00+00:00
Keane Lewis-Potter,DEF,Brentford,2.6,0,0,-8,0,4.5,107,0.0,0.12,0.12,1.86,4,3,0,1.7,5.4,2025-08-17T13:00:00Z,68,16,0,0,0,0,1,0,40255,1,1.0,3.0,7.0,1,0,0,0,50,False,0,1,107,2025-26,5.0,Nott'm Forest,NFO,17,3,1125,1165,1130,1160,1120,1170,2.0,28785.0,2025.0,732269.0,0.0,0.0,0.0646405965089798,0.0646405965089798,0.0,10809.0,782.0606792223135,1059.1125860836212,920.5866326529674,2025-08-17 13:00:00+00:00
Mamadou Sarr,DEF,Chelsea,0.0,0,0,0,0,0.0,231,0.0,0.0,0.0,0.0,8,0,0,0.0,0.0,2025-08-17T13:00:00Z,0,8,0,0,0,0,1,0,2776,0,0.0,0.0,0.0,0,0,0,0,45,True,0,1,231,2025-26,4.5,Crystal Palace,CRY,31,3,1160,1185,1150,1200,1170,1170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11253.0,1493.6710914217842,1188.2094003766226,1340.9402458992035,2025-08-17 13:00:00+00:00
Mathys Tel,MID,Spurs,2.7,0,0,1,0,0.1,584,0.0,0.0,0.0,0.0,6,0,0,0.0,0.0,2025-08-16T14:00:00Z,5,3,0,0,0,0,1,0,13227,0,0.0,3.0,0.0,1,0,0,0,65,True,0,1,584,2025-26,6.5,Burnley,BUR,90,2,975,1045,910,1050,1040,1040,0.0,28782.0,2025.0,731824.0,0.0,0.0,0.0,0.0,0.0,9780.0,933.3608169050569,761.876320708461,847.618568806759,2025-08-16 14:00:00+00:00
Joachim Andersen,DEF,Fulham,1.9,0,0,14,0,1.0,317,0.01,0.01,0.0,1.48,3,1,0,2.1,16.4,2025-08-16T14:00:00Z,90,6,0,0,0,0,1,0,299085,1,1.0,1.0,4.0,2,0,0,0,45,False,0,1,317,2025-26,4.5,Brighton,BHA,36,4,1170,1250,1140,1220,1200,1280,0.0,28780.0,2025.0,732720.0,0.0,0.0,0.0,0.1059196814894676,0.1059196814894676,6314.0,1143.4944725139724,961.0283112035027,1052.2613918587376,2025-08-16 14:00:00+00:00
Sepp van den Berg,DEF,Brentford,1.9,0,0,6,0,0.6,113,0.0,0.21,0.21,1.86,4,3,0,5.9,34.4,2025-08-17T13:00:00Z,90,16,0,0,0,0,1,0,37559,1,1.0,3.0,24.0,3,0,0,0,45,False,0,1,113,2025-26,4.5,Nott'm Forest,NFO,17,3,1125,1165,1130,1160,1120,1170,2.0,28785.0,2025.0,732265.0,0.0,0.0,0.2126000523567199,0.2877351343631744,0.0751350820064544,10721.0,782.0606792223135,1059.1125860836212,920.5866326529674,2025-08-17 13:00:00+00:00
Wilfried Gnonto,MID,Leeds,1.5,0,0,12,1,6.3,351,0.01,0.15,0.14,0.08,10,0,0,2.4,6.6,2025-08-18T19:00:00Z,66,9,0,0,0,0,1,0,35555,1,0.0,1.0,11.0,3,0,0,0,55,True,0,1,351,2025-26,5.5,Everton,EVE,11,3,1135,1160,1130,1150,1140,1170,3.0,28787.0,2025.0,732653.0,0.0,0.0,0.1344490796327591,0.2237484008073806,0.1224658265709877,11155.0,819.3190016211678,1525.7779366601083,1172.548469140638,2025-08-18 19:00:00+00:00
Lucas Estella Perri,GK,Leeds,1.8,0,0,24,1,0.0,665,0.0,0.0,0.0,0.55,10,0,0,1.1,11.2,2025-08-18T19:00:00Z,90,9,0,0,0,0,1,1,33149,1,0.0,1.0,0.0,6,0,0,0,45,True,0,1,665,2025-26,4.5,Everton,EVE,11,3,1135,1160,1130,1150,1140,1170,0.0,28787.0,2025.0,732643.0,0.0,0.0,0.0,0.0902943685650825,0.0902943685650825,12369.0,819.3190016211678,1525.7779366601083,1172.548469140638,2025-08-18 19:00:00+00:00
Micky van de Ven,DEF,Spurs,2.4,0,0,27,1,1.0,575,0.01,0.6,0.59,0.94,6,0,0,2.7,11.6,2025-08-16T14:00:00Z,90,3,0,0,0,0,1,0,2650169,1,0.0,3.0,14.0,6,0,0,0,45,True,0,1,575,2025-26,4.5,Burnley,BUR,90,2,975,1045,910,1050,1040,1040,2.0,28782.0,2025.0,731816.0,0.0,0.0,0.279814749956131,0.6988369822502136,0.6988369822502136,10050.0,933.3608169050569,761.876320708461,847.618568806759,2025-08-16 14:00:00+00:00
Nikola Milenković,DEF,Nott'm Forest,3.3,0,0,5,0,0.5,505,0.0,0.0,0.0,1.5,4,1,0,1.8,17.2,2025-08-17T13:00:00Z,90,5,0,0,0,0,1,0,1001005,1,1.0,3.0,0.0,2,0,0,0,55,True,0,1,505,2025-26,5.5,Brentford,BRE,94,3,1135,1215,1120,1160,1150,1270,0.0,28785.0,2025.0,732251.0,0.0,0.0,0.0,0.0295912493020296,0.0295912493020296,6174.0,1014.1383723275108,1192.939230472288,1103.5388013998995,2025-08-17 13:00:00+00:00
Guglielmo Vicario,GK,Spurs,3.6,0,2,36,1,0.0,565,0.0,0.0,0.0,0.94,6,0,0,3.0,30.0,2025-08-16T14:00:00Z,90,3,0,0,0,0,1,4,394152,1,0.0,3.0,0.0,9,0,0,0,50,True,0,1,565,2025-26,5.0,Burnley,BUR,90,2,975,1045,910,1050,1040,1040,0.0,28782.0,2025.0,731813.0,0.0,0.0,0.0,0.5460435152053833,0.5460435152053833,8858.0,933.3608169050569,761.876320708461,847.618568806759,2025-08-16 14:00:00+00:00
Mikel Merino Zazón,MID,Arsenal,2.6,0,0,2,0,0.0,22,0.0,0.0,0.0,0.49,9,0,0,0.1,1.2,2025-08-17T15:30:00Z,7,14,0,0,0,0,1,0,61676,0,1.0,0.0,0.0,1,0,0,0,60,False,0,1,22,2025-26,6.0,Man Utd,MUN,1,4,1180,1250,1120,1190,1240,1310,0.0,28786.0,2025.0,732481.0,0.0,0.0,0.0,0.0,0.0,5304.0,1441.2764410028926,1129.0369223696491,1285.156681686271,2025-08-17 15:30:00+00:00
